Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Customer Status
Female,37,No,0,0,10,Yes,39.85,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.75,0.0,0,0
Male,66,No,0,0,49,Yes,32.36,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,0.0,0,1
Male,29,No,0,0,62,Yes,14.17,No,No,Two Year,No,Bank Withdrawal,19.85,0.0,0,0
Male,48,Yes,0,10,42,No,25.69,No,Yes,Two Year,No,Credit Card,48.15,0.0,0,0
Male,65,Yes,0,0,72,Yes,44.61,Yes,Yes,Two Year,No,Bank Withdrawal,98.35,0.0,0,0
Female,21,No,0,0,24,Yes,18.07,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,0.0,0,0
Male,22,No,0,0,65,Yes,20.43,Yes,No,Two Year,Yes,Bank Withdrawal,25.1,0.0,0,0
Female,57,Yes,1,1,72,Yes,6.41,Yes,Yes,Two Year,No,Credit Card,106.1,0.0,0,0
Female,55,No,0,0,5,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,39.5,39.27,0,1
Female,72,Yes,0,4,70,Yes,16.87,Yes,Yes,Two Year,Yes,Credit Card,75.65,25.67,0,0
Female,79,Yes,0,1,50,Yes,36.58,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,0.0,0,0
Female,19,No,0,0,1,Yes,33.48,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.15,0.0,20,1
Male,34,No,0,0,2,No,25.69,No,Yes,Month-to-Month,Yes,Credit Card,40.4,0.0,0,1
Male,30,Yes,0,4,71,Yes,16.24,No,Yes,Two Year,Yes,Credit Card,73.35,0.0,0,0
Female,19,Yes,0,8,71,Yes,4.39,Yes,Yes,One Year,Yes,Credit Card,104.1,0.0,0,0
Female,21,No,0,0,68,Yes,14.86,No,Yes,Two Year,Yes,Credit Card,82.45,0.0,90,0
Male,59,Yes,1,11,43,Yes,42.22,Yes,Yes,One Year,Yes,Credit Card,-2.0,25.49,0,0
Female,41,Yes,0,9,72,Yes,9.6,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.35,0.0,0,0
Female,54,Yes,0,1,5,Yes,7.0,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.6,24.44,0,1
Male,41,No,0,0,17,Yes,49.71,Yes,Yes,One Year,No,Bank Withdrawal,86.75,0.0,0,0
Female,35,No,0,0,4,Yes,37.66,No,No,Month-to-Month,No,Credit Card,20.35,0.0,0,1
Male,59,Yes,3,1,15,Yes,31.14,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,0.0,0,1
Female,32,No,0,0,1,Yes,38.31,No,Yes,Month-to-Month,Yes,Credit Card,45.4,0.0,0,1
Male,75,No,0,0,31,Yes,46.71,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.7,0.0,100,0
Male,29,No,0,0,41,Yes,21.64,No,Yes,Two Year,Yes,Credit Card,99.65,0.0,0,0
Male,31,Yes,3,4,67,Yes,13.26,No,Yes,Two Year,No,Bank Withdrawal,103.15,0.0,0,0
Male,50,No,0,0,17,Yes,39.34,No,No,Two Year,No,Credit Card,19.45,0.0,0,0
Female,56,Yes,3,1,48,Yes,4.45,No,Yes,Two Year,Yes,Credit Card,70.1,0.0,30,0
Male,31,No,0,0,1,Yes,13.84,No,Yes,Month-to-Month,Yes,Credit Card,-5.0,0.0,70,1
Female,75,Yes,3,3,28,No,25.69,No,Yes,One Year,Yes,Bank Withdrawal,35.9,0.0,40,0
Female,41,No,2,0,9,Yes,27.21,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,0.0,0,1
Male,79,No,0,0,71,Yes,4.75,Yes,No,Two Year,Yes,Credit Card,24.65,0.0,0,0
Female,24,Yes,0,4,26,No,25.69,No,Yes,One Year,No,Credit Card,35.4,0.0,0,0
Female,68,Yes,0,9,11,Yes,29.15,No,Yes,One Year,Yes,Bank Withdrawal,82.9,0.0,0,0
Male,28,No,0,0,13,Yes,33.95,No,Yes,Month-to-Month,Yes,Credit Card,50.55,0.0,0,0
Male,34,Yes,0,2,71,Yes,28.21,No,Yes,Two Year,Yes,Bank Withdrawal,82.55,0.0,0,0
Female,34,Yes,0,1,4,Yes,29.14,No,No,Month-to-Month,No,Credit Card,19.6,0.0,0,0
Male,79,No,0,0,9,Yes,2.45,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.55,0.0,0,1
Male,61,Yes,2,3,53,Yes,31.69,No,Yes,Two Year,Yes,Credit Card,69.7,0.0,0,0
Female,37,Yes,0,1,58,Yes,3.65,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,0.0,0,1
Female,40,Yes,0,8,10,Yes,31.09,No,Yes,Two Year,No,Mailed Check,80.85,0.0,0,0
Female,36,No,0,0,43,Yes,26.55,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,0.0,0,0
Male,46,No,0,0,2,Yes,16.14,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,0.0,0,1
Female,53,No,0,0,4,Yes,1.3,No,No,Month-to-Month,Yes,Credit Card,20.15,0.0,0,0
Female,56,Yes,0,5,65,Yes,13.2,Yes,Yes,Two Year,Yes,Credit Card,99.05,0.0,0,0
Female,29,No,2,0,13,Yes,11.99,Yes,Yes,One Year,Yes,Credit Card,104.15,2.76,0,0
Male,29,Yes,0,3,49,Yes,42.19,Yes,Yes,One Year,Yes,Bank Withdrawal,55.35,0.0,0,0
Female,44,Yes,0,8,8,Yes,17.09,No,No,Two Year,Yes,Credit Card,19.85,0.0,0,0
Male,64,Yes,2,1,72,Yes,20.63,Yes,Yes,Two Year,Yes,Credit Card,90.8,0.0,0,0
Female,22,Yes,0,1,4,Yes,44.28,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,0.0,40,1
Male,50,No,0,0,66,Yes,45.54,No,No,Two Year,No,Bank Withdrawal,19.7,0.0,0,0
Female,73,No,0,0,43,No,25.69,No,Yes,Two Year,Yes,Credit Card,33.45,0.0,40,0
Male,79,Yes,0,5,52,Yes,39.0,No,Yes,One Year,Yes,Bank Withdrawal,104.45,0.0,0,0
Female,25,No,0,0,61,Yes,38.78,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,0.0,0,0
Male,23,No,0,0,69,Yes,26.45,Yes,Yes,Two Year,Yes,Credit Card,79.45,0.0,80,0
Male,62,Yes,3,8,70,Yes,32.38,Yes,Yes,Month-to-Month,Yes,Credit Card,97.55,0.0,0,0
Male,43,No,0,0,71,Yes,39.08,Yes,No,Two Year,No,Bank Withdrawal,25.55,0.0,0,0
Male,72,Yes,0,1,10,Yes,11.12,No,Yes,Month-to-Month,Yes,Credit Card,92.5,0.0,100,1
Male,58,No,0,0,69,Yes,26.88,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,0.0,0,1
Male,37,Yes,1,1,46,Yes,45.95,No,Yes,Two Year,No,Mailed Check,81.0,0.0,0,0
Female,57,No,0,0,28,Yes,11.32,No,Yes,One Year,Yes,Bank Withdrawal,59.9,0.0,0,0
Female,55,No,0,0,11,Yes,5.0,No,Yes,One Year,No,Credit Card,64.9,0.0,0,0
Male,73,Yes,0,9,61,Yes,34.24,Yes,Yes,One Year,No,Bank Withdrawal,64.05,0.0,0,0
Female,20,No,0,0,3,No,25.69,No,Yes,Month-to-Month,No,Credit Card,35.2,0.0,0,1
Male,55,No,0,0,6,Yes,29.52,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,0.0,0,0
Female,78,No,0,0,22,Yes,49.98,No,Yes,One Year,Yes,Mailed Check,69.75,0.0,0,0
Female,40,No,0,0,52,No,25.69,No,Yes,Two Year,Yes,Bank Withdrawal,58.75,0.0,0,0
Male,35,Yes,0,8,72,Yes,35.06,No,Yes,Two Year,No,Credit Card,84.45,0.0,0,0
Female,45,No,0,0,29,Yes,1.02,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.85,0.0,0,1
Male,52,No,0,0,1,Yes,3.14,No,No,Month-to-Month,No,Mailed Check,-8.0,0.0,0,1
Male,40,Yes,2,9,50,Yes,26.98,No,No,One Year,Yes,Credit Card,20.35,0.0,0,0
Female,30,Yes,1,3,7,Yes,5.84,No,No,Month-to-Month,No,Credit Card,20.45,0.0,0,0
Female,61,No,0,0,40,Yes,23.28,No,Yes,One Year,Yes,Credit Card,50.25,0.0,0,0
Female,35,No,0,0,12,Yes,26.67,No,No,One Year,No,Bank Withdrawal,20.15,0.0,0,0
Female,33,No,0,0,9,Yes,39.19,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,0.0,0,0
Female,52,No,0,0,8,Yes,20.9,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,0.0,0,0
Female,48,Yes,0,10,72,Yes,41.68,Yes,Yes,Two Year,No,Bank Withdrawal,100.65,0.0,0,0
Male,34,Yes,0,7,71,Yes,34.39,Yes,Yes,Two Year,No,Credit Card,73.5,0.0,0,0
Male,54,Yes,0,3,72,Yes,2.61,No,No,Two Year,No,Credit Card,19.3,0.0,0,0
Female,41,Yes,2,9,34,Yes,9.09,No,Yes,Two Year,No,Credit Card,84.75,0.0,0,0
Male,60,No,0,0,24,Yes,47.33,Yes,No,One Year,No,Bank Withdrawal,24.6,0.0,0,0
Female,58,Yes,0,2,56,Yes,42.86,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,0.0,0,0
Female,78,No,0,0,52,Yes,34.0,Yes,Yes,Two Year,No,Bank Withdrawal,59.85,19.16,0,0
Female,53,Yes,3,8,55,Yes,38.51,No,No,Two Year,No,Credit Card,21.0,0.0,0,0
Female,47,Yes,1,5,69,Yes,14.48,No,Yes,One Year,No,Bank Withdrawal,59.1,0.0,0,0
Female,61,Yes,0,2,68,Yes,46.7,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.8,0.0,0,0
Female,41,No,0,0,1,Yes,31.68,No,Yes,Month-to-Month,No,Bank Withdrawal,90.6,0.0,0,1
Female,48,No,1,0,63,Yes,24.32,No,No,Two Year,No,Credit Card,19.5,0.0,0,0
Female,57,Yes,0,7,50,Yes,20.79,Yes,Yes,One Year,Yes,Mailed Check,104.4,0.0,0,0
Male,46,Yes,0,1,72,Yes,15.52,Yes,Yes,Two Year,Yes,Bank Withdrawal,67.8,0.0,0,0
Male,40,Yes,1,1,70,Yes,40.28,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.05,0.0,0,0
Female,40,Yes,3,6,39,Yes,15.91,No,No,Two Year,No,Credit Card,19.75,0.0,0,0
Female,74,No,0,0,2,Yes,13.17,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,0.0,0,1
Female,20,Yes,1,1,52,Yes,44.79,Yes,Yes,One Year,No,Bank Withdrawal,101.25,0.0,0,0
Male,78,No,0,0,33,Yes,38.53,Yes,Yes,Month-to-Month,Yes,Credit Card,83.85,0.0,0,1
Male,45,Yes,0,3,20,Yes,33.78,No,Yes,One Year,Yes,Credit Card,64.15,0.0,100,0
Female,28,Yes,0,4,70,Yes,39.78,No,Yes,Two Year,Yes,Bank Withdrawal,-4.0,0.0,0,0
Female,26,No,0,0,37,Yes,45.06,Yes,Yes,Month-to-Month,No,Credit Card,100.3,0.0,0,0
Female,73,No,0,0,7,Yes,11.01,No,Yes,Two Year,Yes,Credit Card,51.3,0.0,0,0
Female,75,Yes,0,1,56,Yes,26.82,Yes,Yes,One Year,Yes,Credit Card,68.45,0.0,0,0
Female,43,Yes,0,6,57,Yes,44.86,No,No,Two Year,No,Bank Withdrawal,19.9,0.0,0,0
Male,39,No,3,0,48,Yes,26.24,Yes,Yes,One Year,Yes,Bank Withdrawal,64.4,0.0,0,0
Male,39,Yes,3,4,56,Yes,23.52,Yes,Yes,Month-to-Month,Yes,Credit Card,96.95,0.0,0,0
Male,29,Yes,0,1,19,Yes,5.93,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,0.0,0,1
Male,68,Yes,0,4,62,Yes,4.76,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,0.0,0,0
Female,38,Yes,0,3,23,Yes,31.39,No,Yes,One Year,Yes,Bank Withdrawal,68.75,0.0,0,0
Male,28,Yes,3,9,29,Yes,1.41,No,Yes,Month-to-Month,Yes,Credit Card,60.2,0.0,0,0
Male,30,No,0,0,29,Yes,3.69,No,Yes,One Year,Yes,Bank Withdrawal,75.35,2.24,0,0
Male,56,No,0,0,2,Yes,37.72,No,Yes,Month-to-Month,Yes,Credit Card,69.8,0.0,0,1
Male,55,No,0,0,1,Yes,11.58,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,0.0,0,1
Male,44,No,0,0,3,Yes,38.38,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.95,0.0,10,1
Female,63,Yes,3,1,21,Yes,35.72,No,Yes,One Year,Yes,Credit Card,58.85,0.0,0,0
Male,21,No,0,0,16,Yes,38.32,No,Yes,Month-to-Month,Yes,Credit Card,74.55,0.0,0,0
Female,32,Yes,1,10,16,Yes,20.12,No,Yes,Two Year,No,Bank Withdrawal,68.25,0.0,0,0
Female,37,Yes,0,1,5,Yes,41.57,No,Yes,Month-to-Month,Yes,Mailed Check,88.9,0.0,0,1
Female,30,No,0,0,18,Yes,17.33,No,Yes,Month-to-Month,Yes,Credit Card,50.0,0.0,50,0
Female,24,Yes,0,8,33,Yes,8.79,No,Yes,One Year,Yes,Credit Card,58.45,0.0,0,0
Male,37,Yes,3,7,35,Yes,11.75,No,No,Two Year,No,Credit Card,20.1,38.61,0,0
Male,24,Yes,0,2,71,Yes,33.61,Yes,No,Two Year,No,Bank Withdrawal,24.45,0.0,0,0
Male,19,Yes,0,3,71,Yes,2.43,No,Yes,Two Year,Yes,Credit Card,70.85,0.0,0,0
Female,21,Yes,1,6,33,Yes,11.01,Yes,Yes,Month-to-Month,No,Credit Card,88.6,0.0,0,0
Male,42,No,0,0,22,Yes,10.36,No,No,One Year,No,Credit Card,20.3,0.0,0,0
Female,49,No,0,0,68,Yes,2.83,No,No,Two Year,No,Bank Withdrawal,20.05,0.0,0,0
Male,26,No,3,0,27,Yes,17.3,No,No,One Year,No,Credit Card,20.05,0.0,0,0
Female,64,No,0,0,6,Yes,43.18,No,No,Month-to-Month,No,Credit Card,20.2,0.0,0,0
Male,31,Yes,1,10,70,Yes,9.33,Yes,No,Two Year,No,Credit Card,25.4,0.0,0,0
Female,35,Yes,0,10,49,Yes,40.67,Yes,Yes,Two Year,No,Credit Card,106.65,0.0,0,0
Male,72,Yes,0,6,44,Yes,14.65,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.2,0.0,0,0
Male,45,Yes,2,9,26,Yes,43.84,No,No,Two Year,Yes,Credit Card,19.15,0.0,0,0
Male,33,No,0,0,46,No,25.69,No,Yes,Two Year,Yes,Bank Withdrawal,60.75,0.0,0,0
Female,60,No,0,0,10,Yes,41.04,No,No,Month-to-Month,No,Credit Card,18.85,0.0,0,0
Male,41,No,0,0,1,No,25.69,No,Yes,Month-to-Month,Yes,Mailed Check,31.35,0.0,80,1
Male,76,Yes,0,1,6,Yes,40.44,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,0.0,0,1
Male,55,No,0,0,32,Yes,41.52,No,No,One Year,No,Credit Card,19.8,0.0,0,0
Female,29,No,0,0,60,No,25.69,No,Yes,One Year,Yes,Bank Withdrawal,44.45,0.0,0,0
Male,51,No,0,0,1,Yes,45.66,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,0.0,0,1
Female,55,Yes,3,1,6,Yes,14.51,No,Yes,Month-to-Month,No,Credit Card,55.9,0.0,30,1
Female,44,Yes,0,10,23,Yes,17.82,No,No,One Year,No,Credit Card,20.05,0.0,0,0
Female,49,Yes,0,1,72,Yes,38.28,Yes,Yes,Two Year,No,Bank Withdrawal,88.05,29.11,0,0
Female,34,No,0,0,11,Yes,33.79,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.25,0.0,0,0
Female,52,Yes,2,9,5,No,25.69,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,0.0,0,0
Male,54,No,0,0,19,Yes,2.19,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,0.0,0,1
Female,43,Yes,2,4,72,Yes,35.62,Yes,No,Two Year,No,Bank Withdrawal,25.1,0.0,0,0
Male,62,No,0,0,1,Yes,38.53,No,Yes,Month-to-Month,No,Mailed Check,69.4,0.0,0,1
Male,30,Yes,0,0,35,Yes,24.83,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.85,0.0,20,0
Male,54,Yes,2,2,58,Yes,5.01,Yes,Yes,Two Year,No,Bank Withdrawal,94.35,0.0,0,0
Female,67,Yes,0,1,50,Yes,31.56,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,0.0,50,1
Female,27,No,0,0,13,Yes,35.96,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,0.0,0,1
Female,56,No,2,0,72,Yes,15.21,No,No,Two Year,Yes,Credit Card,19.75,25.98,0,0
Male,55,No,0,0,56,Yes,49.36,No,Yes,Two Year,Yes,Credit Card,81.8,0.0,0,0
Male,42,No,0,0,9,Yes,48.25,No,Yes,Month-to-Month,No,Credit Card,70.05,0.0,0,0
Male,23,Yes,0,1,3,Yes,13.54,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,0.0,0,1
Female,74,Yes,0,3,67,Yes,11.91,Yes,Yes,One Year,Yes,Bank Withdrawal,105.6,0.0,0,0
Male,37,Yes,3,1,31,Yes,20.76,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,0.0,0,0
Female,25,No,0,0,13,Yes,6.03,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.0,0.0,0,1
Male,56,No,0,0,31,Yes,45.92,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,0.0,0,0
Female,32,Yes,1,0,70,Yes,26.85,No,No,Two Year,Yes,Credit Card,20.15,0.0,0,0
Female,60,Yes,0,1,45,Yes,42.04,No,Yes,One Year,Yes,Credit Card,54.15,0.0,0,1
Female,27,Yes,2,7,55,Yes,33.5,Yes,Yes,One Year,Yes,Credit Card,75.0,0.0,0,0
Male,74,No,0,0,15,Yes,23.53,Yes,Yes,Month-to-Month,Yes,Credit Card,74.2,43.31,0,1
Female,49,No,0,0,1,Yes,26.14,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.25,0.0,0,1
Male,71,Yes,0,7,34,Yes,26.49,No,Yes,One Year,No,Credit Card,90.15,0.0,0,0
Female,80,No,0,0,18,Yes,2.36,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,0.0,0,1
Female,42,Yes,0,1,32,Yes,45.26,No,No,One Year,No,Credit Card,19.3,0.0,0,0
Male,58,Yes,0,0,72,Yes,43.12,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,0.0,0,0
Male,40,Yes,0,1,70,Yes,39.35,Yes,Yes,Two Year,No,Credit Card,79.15,0.0,0,0
Female,47,Yes,0,9,49,Yes,25.1,Yes,Yes,One Year,No,Bank Withdrawal,71.8,0.0,0,0
Female,20,Yes,2,1,37,Yes,2.68,No,No,Month-to-Month,No,Bank Withdrawal,19.35,0.0,0,0
Male,79,No,0,0,32,Yes,25.89,No,No,One Year,No,Credit Card,19.8,0.0,0,0
Female,61,No,0,0,32,Yes,35.97,No,No,One Year,No,Bank Withdrawal,20.55,0.0,0,0
Female,32,No,3,0,1,Yes,13.13,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,0.0,0,1
Male,40,Yes,0,0,64,Yes,48.41,No,Yes,Month-to-Month,Yes,Credit Card,73.55,21.9,0,0
Female,20,Yes,0,1,19,Yes,21.71,Yes,Yes,Month-to-Month,No,Credit Card,89.65,0.0,80,1
Male,37,No,0,0,10,Yes,8.38,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,0.0,0,1
Male,33,Yes,2,4,13,Yes,13.77,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.8,0.0,0,0
Female,39,No,0,0,41,Yes,6.61,No,No,One Year,Yes,Credit Card,20.25,46.78,0,0
Male,48,No,0,0,9,Yes,34.75,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,0.0,0,0
Male,46,No,0,0,69,Yes,3.24,Yes,Yes,Two Year,Yes,Credit Card,81.5,0.0,0,0
Male,75,Yes,0,1,7,Yes,16.05,No,Yes,Month-to-Month,Yes,Credit Card,70.1,20.23,0,1
Female,32,No,2,0,22,Yes,33.73,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,0.0,0,0
Female,51,Yes,3,6,23,Yes,48.73,No,Yes,Month-to-Month,Yes,Credit Card,75.3,0.0,0,0
Female,79,No,0,0,17,Yes,32.19,Yes,Yes,Two Year,Yes,Bank Withdrawal,-6.0,36.4,0,0
Male,79,Yes,0,9,15,Yes,22.83,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,0.0,0,0
Male,59,Yes,3,1,48,Yes,20.73,Yes,No,Two Year,No,Bank Withdrawal,26.3,0.0,0,0
Female,54,No,0,0,19,Yes,36.88,Yes,Yes,Month-to-Month,Yes,Credit Card,56.1,0.0,0,0
Male,30,No,0,0,1,Yes,44.59,No,Yes,Month-to-Month,No,Credit Card,70.6,0.0,0,1
Male,59,Yes,0,1,19,Yes,14.09,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.65,0.0,130,1
Male,62,No,0,0,53,No,25.69,No,Yes,One Year,No,Credit Card,54.9,0.0,0,0
Male,53,Yes,0,9,71,Yes,49.32,Yes,Yes,One Year,Yes,Bank Withdrawal,109.6,0.0,0,0
Female,19,Yes,3,6,15,Yes,4.19,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,0.0,0,0
Male,44,Yes,1,4,4,Yes,27.24,No,Yes,Month-to-Month,No,Credit Card,61.45,0.0,0,1
Female,35,Yes,0,7,26,Yes,23.31,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.05,47.59,50,0
Female,32,Yes,0,1,8,Yes,32.32,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,0.0,0,1
Male,19,No,0,0,18,Yes,2.26,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,0.0,0,0
Male,19,No,0,0,33,Yes,45.72,No,Yes,Month-to-Month,Yes,Credit Card,66.4,0.0,0,0
Female,40,No,0,0,72,Yes,9.47,Yes,Yes,Two Year,Yes,Credit Card,107.5,0.0,60,0
Female,40,No,0,0,6,Yes,43.19,No,No,Month-to-Month,Yes,Credit Card,20.95,0.0,0,0
Male,53,Yes,0,1,18,Yes,31.49,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,0.0,0,1
Female,72,Yes,0,4,5,Yes,45.76,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,0.0,0,1
Male,75,No,0,0,21,Yes,24.91,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.35,0.0,130,0
Male,67,No,0,0,32,Yes,25.45,Yes,Yes,Month-to-Month,Yes,Credit Card,96.15,0.0,0,1
Male,24,No,0,0,1,Yes,31.34,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,0.0,0,1
Female,53,No,0,0,12,Yes,16.72,No,No,One Year,Yes,Bank Withdrawal,19.35,0.0,0,0
Male,41,Yes,2,5,72,Yes,36.05,Yes,Yes,Two Year,No,Bank Withdrawal,105.25,0.0,0,0
Male,27,Yes,0,1,64,Yes,4.01,Yes,Yes,One Year,Yes,Credit Card,108.5,0.0,0,0
Male,28,Yes,2,3,47,Yes,15.68,Yes,No,Two Year,No,Credit Card,24.55,0.0,0,0
Male,32,Yes,0,2,72,Yes,11.57,Yes,Yes,One Year,Yes,Bank Withdrawal,89.7,0.0,0,0
Male,40,Yes,2,9,46,Yes,26.12,No,No,Two Year,No,Credit Card,19.95,0.0,0,0
Male,21,No,0,0,51,Yes,1.51,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.35,0.0,0,0
Male,36,Yes,2,8,36,Yes,47.45,No,Yes,One Year,Yes,Credit Card,63.7,0.0,0,0
Male,36,Yes,0,1,10,Yes,31.72,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,0.0,0,1
Female,59,Yes,3,3,43,Yes,27.49,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,0.0,0,0
Male,48,Yes,0,5,72,Yes,12.02,Yes,Yes,Two Year,Yes,Bank Withdrawal,-4.0,0.0,0,0
Female,19,Yes,0,4,44,Yes,11.24,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,0.0,0,1
Male,58,Yes,0,1,40,Yes,16.33,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,41.85,0,1
Female,72,No,0,0,35,Yes,10.73,Yes,Yes,One Year,Yes,Bank Withdrawal,108.35,0.0,0,0
Female,40,Yes,1,2,37,Yes,41.03,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,0.0,0,0
Female,20,Yes,2,1,23,Yes,27.97,Yes,Yes,Two Year,Yes,Credit Card,91.1,0.0,0,0
Female,42,No,0,0,65,Yes,33.71,Yes,No,Two Year,No,Bank Withdrawal,26.5,0.0,0,0
Female,78,Yes,0,1,72,Yes,27.79,Yes,Yes,One Year,No,Credit Card,105.0,0.0,0,0
Female,45,No,0,0,32,Yes,33.45,Yes,Yes,One Year,No,Credit Card,74.75,0.0,0,0
Male,42,No,0,0,39,Yes,48.61,No,No,One Year,No,Bank Withdrawal,19.35,0.0,0,0
Female,27,Yes,0,1,68,Yes,1.29,Yes,Yes,Two Year,No,Credit Card,118.6,38.57,0,0
Female,42,Yes,0,6,24,No,25.69,No,Yes,One Year,No,Bank Withdrawal,57.6,0.0,0,0
Female,40,No,0,0,16,Yes,22.3,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,0.0,0,0
Male,42,No,0,0,12,Yes,16.59,No,No,One Year,No,Credit Card,-5.0,0.0,0,0
Female,25,No,0,0,66,Yes,21.37,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,0.0,0,0
Male,39,No,0,0,58,Yes,48.78,Yes,No,Two Year,Yes,Credit Card,25.3,0.0,0,0
Male,42,No,0,0,12,Yes,7.97,No,Yes,Month-to-Month,No,Credit Card,56.65,0.0,0,1
Male,80,Yes,0,1,23,Yes,45.21,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.45,0.0,60,0
Female,62,No,0,0,37,Yes,30.17,No,No,One Year,Yes,Bank Withdrawal,19.8,0.0,0,0
Female,46,Yes,1,1,67,Yes,14.83,Yes,Yes,Two Year,Yes,Bank Withdrawal,69.9,0.0,0,0
Male,68,Yes,0,2,40,Yes,15.15,No,Yes,One Year,Yes,Credit Card,98.15,27.89,0,0
Male,39,Yes,0,7,72,Yes,6.05,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,0.0,0,0
Female,55,Yes,0,1,61,Yes,25.14,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.35,29.88,0,0
Male,34,No,0,0,26,Yes,24.16,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,0.0,0,1
Male,39,No,0,0,9,Yes,20.34,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,0.0,0,1
Male,46,No,0,0,41,Yes,36.76,No,No,Two Year,No,Credit Card,20.15,29.95,0,0
Female,68,No,0,0,26,Yes,9.09,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,0.0,0,1
